Product_Code,Product_Name,Product_Details,Product_Link,Product_Distribution_Price,Product_MRP,Product_BV
IS13532,NEUSTAR SHAMPOO TUBE 30ML,NEUSTAR SHAMPOO TUBE 30ML,https://www.indiashoppe.com/,20.00,35.00,15.00
IS13533,NEUSTAR AMLA HAIR OIL 200ML,NEUSTAR AMLA HAIR OIL 200ML,https://www.indiashoppe.com/,125.00,150.00,93.75
IS13534,MAX BRITE MATIC LAUNDRY LIQUID,MAX BRITE MATIC LAUNDRY LIQUID DETERGENT 500ML,https://www.indiashoppe.com/,160.00,190.00,120.00
IS13535,STREAK-FREE GLASS CLEANER 500 ,STREAK-FREE GLASS CLEANER 500 ML,https://www.indiashoppe.com/,70.00,85.00,52.50
IS13536,ANTI BACTERIAL DISH WASH ROUND,ANTI BACTERIAL DISH WASH ROUND BAR 500ML,https://www.indiashoppe.com/,60.00,80.00,45.00
IS13537,KILL & SHINE POWERFUL TOILET C,KILL & SHINE POWERFUL TOILET CLEANER 500ML,https://www.indiashoppe.com/,75.00,95.00,56.25
IS13538,DISINFECTANT FLOOR CLEANER 500,DISINFECTANT FLOOR CLEANER 500ML,https://www.indiashoppe.com/,85.00,105.00,63.75
IS13539,CLEAN & SHINE LEMON FRESH DISH,CLEAN & SHINE LEMON FRESH DISH WASH LIQUID 500ML,https://www.indiashoppe.com/,115.00,135.00,86.25
IS13540,AAHAR CORN FLAKES 250GMS,AAHAR CORN FLAKES 250GMS,https://www.indiashoppe.com/,80.00,100.00,60.00
IS13541,AAHAR CHOCOS CORN FLAKES 250GM,AAHAR CHOCOS CORN FLAKES 250GMS,https://www.indiashoppe.com/,115.00,135.00,86.25
IS13542,AAHAR CHOCO FILLS-CHOCOLATE 12,AAHAR CHOCO FILLS-CHOCOLATE 125GMS,https://www.indiashoppe.com/,60.00,85.00,45.00
IS13697,AAHAR  TEALITE,AAHAR  TEALITE,https://www.indiashoppe.com/,200.00,240.00,150.00
IS13720,INDIAGRO BPH BUSTER 250ML,INDIAGRO BPH BUSTER 250ML,https://www.indiashoppe.com/,990.00,1100.00,742.50
IS13721,INDIAGRO TRIPMYTE 250ML,INDIAGRO TRIPMYTE 250ML,https://www.indiashoppe.com/,695.00,895.00,521.25
IS13722,INDIAGRO PLANT- ASKORT 250ML,INDIAGRO PLANT- ASKORT 250ML,https://www.indiashoppe.com/,1800.00,2195.00,1350.00
IS13723,INDIAGRO WHITE CRUSH 250ML,INDIAGRO WHITE CRUSH 250ML,https://www.indiashoppe.com/,1600.00,1795.00,1200.00
IS13724,INDIAGRO FUNGIKAWACH 250ML,INDIAGRO FUNGIKAWACH 250ML,https://www.indiashoppe.com/,800.00,995.00,600.00
IS13725,INDIAGRO Y-RAS 250ML,INDIAGRO Y-RAS 250ML,https://www.indiashoppe.com/,550.00,675.00,412.50
IS13726,INDIAGRO BHUASTRA 2KG,INDIAGRO BHUASTRA 2KG,https://www.indiashoppe.com/,880.00,998.00,660.00
IS13727,INDIAGRO GROWMAGIC 100GM,INDIAGRO GROWMAGIC 100GM,https://www.indiashoppe.com/,1290.00,1494.00,967.50
IS13728,INDIAGRO MI SPRAY 100ML,INDIAGRO MI SPRAY 100ML,https://www.indiashoppe.com/,325.00,525.00,243.75
IS13729,INDIAGRO MODIPHY 250ML,INDIAGRO MODIPHY 250ML,https://www.indiashoppe.com/,248.00,325.00,186.00
IS13730,AAHAR ICED MATCHA TEA WITH KIW,AAHAR ICED MATCHA TEA WITH KIWI 100GMS,https://www.indiashoppe.com/,175.00,195.00,131.25
IS13731,AAHAR ICED ACAI BERRY TEA 100G,AAHAR ICED ACAI BERRY TEA 100GMS,https://www.indiashoppe.com/,140.00,165.00,105.00
IS13732,HOT MASALA TEA,HOT MASALA TEA,https://www.indiashoppe.com/,140.00,165.00,105.00
IS13733,AAHAR LEMON GINGER GARCINIA TE,AAHAR LEMON GINGER GARCINIA TEA 30GMS,https://www.indiashoppe.com/,175.00,195.00,131.25
IS13828,EON PRODUCT GUIDE-ENGLISH,EON PRODUCT GUIDE-ENGLISH,https://www.indiashoppe.com/,35.00,40.00,26.25
IS13829,EON PRODUCT GUIDE-HINDI,EON PRODUCT GUIDE-HINDI,https://www.indiashoppe.com/,35.00,40.00,26.25
IS13830,G-35 PRODUCT GUIDE-ENGLISH,G-35 PRODUCT GUIDE-ENGLISH,https://www.indiashoppe.com/,35.00,40.00,26.25
IS13831,G-35 product booklet- Hindi,G-35 product booklet- Hindi,https://www.indiashoppe.com/,35.00,40.00,26.25
IS13832,READY RECKONER-ENGLISH (FOLDAB,READY RECKONER-ENGLISH (FOLDABLE BROCHURE),https://www.indiashoppe.com/,50.00,60.00,37.50
IS13833,READY RECKONER-HINDI (FOLDABLE,READY RECKONER-HINDI (FOLDABLE BROCHURE),https://www.indiashoppe.com/,50.00,60.00,37.50
IS13515,NEUSTAR NEEM & TULSI SOAP 100G,NEUSTAR NEEM & TULSI SOAP 100GMS,https://www.indiashoppe.com/,30.00,45.00,10.50
IS13516,NEUSTAR LIME & ALOE VERA SOAP ,NEUSTAR LIME & ALOE VERA SOAP 100GMS,https://www.indiashoppe.com/,28.00,45.00,9.80
IS13517,NEUSTAR ROSE FRAGRANCE SOAP 10,NEUSTAR ROSE FRAGRANCE SOAP 100GMS,https://www.indiashoppe.com/,35.00,50.00,12.25
IS13518,AAHAR TURMERIC POWDER 100GM,AAHAR TURMERIC POWDER 100GM,https://www.indiashoppe.com/,50.00,60.00,17.50
IS13519,AAHAR GARAM MASALA 100GM,AAHAR GARAM MASALA 100GM,https://www.indiashoppe.com/,75.00,90.00,26.25
IS13520,AAHAR CHAT POWDER 100GM,AAHAR CHAT POWDER 100GM,https://www.indiashoppe.com/,58.00,65.00,20.30
IS13521,AAHAR CHILLI POWDER 200GMS,AAHAR CHILLI POWDER 200GMS,https://www.indiashoppe.com/,75.00,90.00,26.25
IS13522,AAHAR CORIANDER POWDER 200GMS,AAHAR CORIANDER POWDER 200GMS,https://www.indiashoppe.com/,55.00,65.00,19.25
IS13523,NEUSTAR JASMINE & ALMOND SOAP ,NEUSTAR JASMINE & ALMOND SOAP 100GMS,https://www.indiashoppe.com/,35.00,50.00,12.25
IS13524,NEUSTAR ANTIBACTERIAL SOAP 100,NEUSTAR ANTIBACTERIAL SOAP 100GMS,https://www.indiashoppe.com/,30.00,45.00,10.50
IS13525,NEUSTAR SANDALWOOD SOAP 100GMS,NEUSTAR SANDALWOOD SOAP 100GMS,https://www.indiashoppe.com/,30.00,45.00,10.50
IS13526,TALC POWDER 300GMS,TALC POWDER 300GMS,https://www.indiashoppe.com/,135.00,160.00,47.25
IS13527,NEUSTAR TULSI &MINT TOOTHPASTE,NEUSTAR TULSI &MINT TOOTHPASTE 100GMS,https://www.indiashoppe.com/,50.00,65.00,17.50
IS13528,NEUSTAR NEEM FACE WASH 100ML,NEUSTAR NEEM FACE WASH 100ML,https://www.indiashoppe.com/,100.00,120.00,35.00
IS13529,NEUSTAR PAPAYA FACE WASH 100ML,NEUSTAR PAPAYA FACE WASH 100ML,https://www.indiashoppe.com/,100.00,120.00,35.00
IS13530,NEUSTAR WALLNUT SCRUB 100ML,NEUSTAR WALLNUT SCRUB 100ML,https://www.indiashoppe.com/,120.00,150.00,42.00
IS13531,NEUSTAR PETROLEUM JELLY 50GMS,NEUSTAR PETROLEUM JELLY 50GMS,https://www.indiashoppe.com/,40.00,50.00,14.00
IS13532,NEUSTAR SHAMPOO TUBE 30ML,NEUSTAR SHAMPOO TUBE 30ML,https://www.indiashoppe.com/,20.00,35.00,7.00
IS13533,NEUSTAR AMLA HAIR OIL 200ML,NEUSTAR AMLA HAIR OIL 200ML,https://www.indiashoppe.com/,125.00,150.00,43.75
IS13534,MAX BRITE MATIC LAUNDRY LIQUID,MAX BRITE MATIC LAUNDRY LIQUID DETERGENT 500ML,https://www.indiashoppe.com/,160.00,190.00,56.00
IS13535,STREAK-FREE GLASS CLEANER 500 ,STREAK-FREE GLASS CLEANER 500 ML,https://www.indiashoppe.com/,70.00,85.00,24.50
IS13536,ANTI BACTERIAL DISH WASH ROUND,ANTI BACTERIAL DISH WASH ROUND BAR 500ML,https://www.indiashoppe.com/,60.00,80.00,21.00
IS13537,KILL & SHINE POWERFUL TOILET C,KILL & SHINE POWERFUL TOILET CLEANER 500ML,https://www.indiashoppe.com/,75.00,95.00,26.25
IS13538,DISINFECTANT FLOOR CLEANER 500,DISINFECTANT FLOOR CLEANER 500ML,https://www.indiashoppe.com/,85.00,105.00,29.75
IS13539,CLEAN & SHINE LEMON FRESH DISH,CLEAN & SHINE LEMON FRESH DISH WASH LIQUID 500ML,https://www.indiashoppe.com/,115.00,135.00,40.25
IS13540,AAHAR CORN FLAKES 250GMS,AAHAR CORN FLAKES 250GMS,https://www.indiashoppe.com/,80.00,100.00,28.00
IS13541,AAHAR CHOCOS CORN FLAKES 250GM,AAHAR CHOCOS CORN FLAKES 250GMS,https://www.indiashoppe.com/,115.00,135.00,40.25
IS13542,AAHAR CHOCO FILLS-CHOCOLATE 12,AAHAR CHOCO FILLS-CHOCOLATE 125GMS,https://www.indiashoppe.com/,60.00,85.00,21.00
IS13697,AAHAR  TEALITE,AAHAR  TEALITE,https://www.indiashoppe.com/,200.00,240.00,70.00
